timestamp,session_id,condition,event,data
2026-04-14T16:44:05.631652,e1ae0538,A,session_start,"{""user_idx"": 7632}"
2026-04-14T16:44:23.131154,e1ae0538,A,article_click,"{""article_id"": ""N34441"", ""rank"": 1}"
2026-04-14T16:44:29.000306,e1ae0538,A,article_click,"{""article_id"": ""N40874"", ""rank"": 2}"
2026-04-14T16:44:30.875957,e1ae0538,A,article_click,"{""article_id"": ""N4755"", ""rank"": 4}"
2026-04-14T16:44:38.221386,e1ae0538,A,article_click,"{""article_id"": ""N2985"", ""rank"": 9}"
2026-04-14T16:44:39.263931,e1ae0538,A,article_click,"{""article_id"": ""N2985"", ""rank"": 9}"
2026-04-14T16:44:39.436725,e1ae0538,A,article_click,"{""article_id"": ""N2985"", ""rank"": 9}"
2026-04-14T16:44:52.247999,e1ae0538,A,article_click,"{""article_id"": ""N40874"", ""rank"": 2}"
2026-04-14T16:46:20.865231,e5b0ff45,D,session_start,"{""user_idx"": 5204}"
2026-04-14T16:46:34.514996,e5b0ff45,D,history_remove,"{""article_id"": ""N55189""}"
2026-04-14T16:47:06.425828,e5b0ff45,D,history_remove,"{""article_id"": ""N27101""}"
2026-04-14T16:47:09.650856,e5b0ff45,D,history_restore_all,{}
2026-04-14T16:47:09.833344,e5b0ff45,D,recommendations_fetched,"{""user_idx"": 5204, ""removed_count"": 0}"
2026-04-14T16:47:17.915567,e5b0ff45,D,history_remove,"{""article_id"": ""N30925""}"
2026-04-14T16:47:19.811411,e5b0ff45,D,history_remove,"{""article_id"": ""N35022""}"
2026-04-14T16:47:20.906584,e5b0ff45,D,history_remove,"{""article_id"": ""N11415""}"
2026-04-14T16:47:23.102916,e5b0ff45,D,history_remove,"{""article_id"": ""N19494""}"
2026-04-14T16:47:26.493675,e5b0ff45,D,recommendations_fetched,"{""user_idx"": 5204, ""removed_count"": 4}"
2026-04-14T16:47:39.690534,e5b0ff45,D,article_click,"{""article_id"": ""N24578"", ""rank"": 1}"
2026-04-14T16:47:40.394538,e5b0ff45,D,article_click,"{""article_id"": ""N24578"", ""rank"": 1}"
2026-04-14T16:48:02.499526,e5b0ff45,D,history_remove,"{""article_id"": ""N55189""}"
2026-04-14T16:48:05.786387,e5b0ff45,D,recommendations_fetched,"{""user_idx"": 5204, ""removed_count"": 5}"
2026-04-14T16:48:12.246627,e5b0ff45,D,history_restore,"{""article_id"": ""N55189""}"
2026-04-14T16:48:15.294545,e5b0ff45,D,history_restore_all,{}
2026-04-14T16:48:15.439381,e5b0ff45,D,recommendations_fetched,"{""user_idx"": 5204, ""removed_count"": 0}"
2026-04-14T16:48:32.592332,e5b0ff45,D,history_remove,"{""article_id"": ""N55189""}"
2026-04-14T16:48:34.635787,e5b0ff45,D,recommendations_fetched,"{""user_idx"": 5204, ""removed_count"": 1}"
2026-04-14T16:48:45.911743,e5b0ff45,D,article_click,"{""article_id"": ""N48304"", ""rank"": 4}"
2026-04-14T16:48:49.403007,e5b0ff45,D,history_remove,"{""article_id"": ""N25113""}"
2026-04-14T16:48:54.247925,e5b0ff45,D,recommendations_fetched,"{""user_idx"": 5204, ""removed_count"": 2}"
2026-04-14T16:49:01.526109,e5b0ff45,D,article_click,"{""article_id"": ""N8448"", ""rank"": 7}"
2026-04-14T16:49:02.894763,e5b0ff45,D,article_click,"{""article_id"": ""N6180"", ""rank"": 9}"
2026-04-14T16:49:03.915507,e5b0ff45,D,article_click,"{""article_id"": ""N35607"", ""rank"": 10}"
2026-04-14T16:49:21.455062,e5b0ff45,D,history_remove,"{""article_id"": ""N44251""}"
2026-04-14T16:49:23.188610,e5b0ff45,D,recommendations_fetched,"{""user_idx"": 5204, ""removed_count"": 3}"
2026-04-14T16:54:48.700892,919ca67e,D,session_start,"{""user_idx"": 660}"
2026-04-14T16:54:49.856776,919ca67e,D,article_click,"{""article_id"": ""N44980"", ""rank"": 2}"
2026-04-14T16:54:54.825946,919ca67e,D,article_click,"{""article_id"": ""N44980"", ""rank"": 2}"
2026-04-14T16:54:55.394954,919ca67e,D,article_click,"{""article_id"": ""N44980"", ""rank"": 2}"
2026-04-14T16:54:57.941152,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:54:59.754876,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:00.149938,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:00.875014,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:01.233429,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:02.300276,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:02.848748,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:03.496100,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:03.999783,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:04.554224,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:05.010905,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:06.002349,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:06.515383,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:07.099065,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:08.294484,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:22.724344,919ca67e,D,article_click,"{""article_id"": ""N44980"", ""rank"": 2}"
2026-04-14T16:55:23.120173,919ca67e,D,article_click,"{""article_id"": ""N44980"", ""rank"": 2}"
2026-04-14T16:55:23.612958,919ca67e,D,article_click,"{""article_id"": ""N44980"", ""rank"": 2}"
2026-04-14T16:55:24.500132,919ca67e,D,article_click,"{""article_id"": ""N44980"", ""rank"": 2}"
2026-04-14T16:55:25.684512,919ca67e,D,article_click,"{""article_id"": ""N42619"", ""rank"": 1}"
2026-04-14T16:55:26.664705,919ca67e,D,article_click,"{""article_id"": ""N44980"", ""rank"": 2}"
2026-04-14T16:55:32.651754,919ca67e,D,history_remove,"{""article_id"": ""N16715""}"
2026-04-14T16:55:36.227973,919ca67e,D,recommendations_fetched,"{""user_idx"": 660, ""removed_count"": 1}"
2026-04-14T16:55:46.367968,919ca67e,D,history_remove,"{""article_id"": ""N35022""}"
2026-04-14T16:57:36.815076,58736cb2,D,session_start,"{""user_idx"": 49}"
2026-04-14T16:57:36.985650,58736cb2,D,recommendations_fetched,"{""user_idx"": 49, ""removed_count"": 0}"
2026-04-14T16:57:38.614491,58736cb2,D,explanation_viewed,"{""article_id"": ""N35607""}"
2026-04-14T16:57:41.930392,58736cb2,D,explanation_viewed,"{""article_id"": ""N35607""}"
2026-04-14T16:57:43.172114,58736cb2,D,explanation_viewed,"{""article_id"": ""N17589""}"
2026-04-14T16:57:43.763307,58736cb2,D,explanation_viewed,"{""article_id"": ""N17589""}"
2026-04-14T16:57:44.489414,58736cb2,D,explanation_viewed,"{""article_id"": ""N36557""}"
2026-04-14T16:57:45.722158,58736cb2,D,explanation_viewed,"{""article_id"": ""N548""}"
2026-04-14T16:57:47.759820,58736cb2,D,explanation_viewed,"{""article_id"": ""N29624""}"
2026-04-14T16:57:53.583080,58736cb2,D,explanation_viewed,"{""article_id"": ""N28576""}"
2026-04-14T16:57:55.085127,58736cb2,D,explanation_viewed,"{""article_id"": ""N51061""}"
2026-04-14T16:57:55.944573,58736cb2,D,explanation_viewed,"{""article_id"": ""N50476""}"
2026-04-14T16:57:56.932576,58736cb2,D,explanation_viewed,"{""article_id"": ""N8448""}"
2026-04-14T16:57:58.571774,58736cb2,D,history_remove,"{""article_id"": ""N61704""}"
2026-04-14T16:58:01.827145,58736cb2,D,explanation_viewed,"{""article_id"": ""N35607""}"
2026-04-14T16:58:02.994085,58736cb2,D,history_remove,"{""article_id"": ""N32089""}"
2026-04-14T16:58:03.876547,58736cb2,D,history_remove,"{""article_id"": ""N36699""}"
2026-04-14T16:58:14.843420,58736cb2,D,recommendations_fetched,"{""user_idx"": 49, ""removed_count"": 3}"
2026-04-14T16:58:16.009661,58736cb2,D,explanation_viewed,"{""article_id"": ""N36557""}"
2026-04-14T16:58:17.428470,58736cb2,D,explanation_viewed,"{""article_id"": ""N29624""}"
2026-04-14T16:58:19.084679,58736cb2,D,explanation_viewed,"{""article_id"": ""N8448""}"
2026-04-14T16:58:20.256380,58736cb2,D,explanation_viewed,"{""article_id"": ""N27550""}"
2026-04-14T16:58:21.209932,58736cb2,D,explanation_viewed,"{""article_id"": ""N50476""}"
2026-04-14T16:58:22.576449,58736cb2,D,explanation_viewed,"{""article_id"": ""N28576""}"
2026-04-14T16:58:23.985257,58736cb2,D,explanation_viewed,"{""article_id"": ""N57742""}"
2026-04-14T16:58:24.543513,58736cb2,D,article_click,"{""article_id"": ""N57742"", ""rank"": 7}"
2026-04-14T16:58:26.890080,58736cb2,D,article_click,"{""article_id"": ""N57742"", ""rank"": 7}"
2026-04-14T16:58:27.333211,58736cb2,D,article_click,"{""article_id"": ""N57742"", ""rank"": 7}"
2026-04-14T16:58:28.027129,58736cb2,D,article_click,"{""article_id"": ""N57742"", ""rank"": 7}"
2026-04-14T16:58:28.434766,58736cb2,D,article_click,"{""article_id"": ""N57742"", ""rank"": 7}"
2026-04-14T16:58:29.375666,58736cb2,D,article_click,"{""article_id"": ""N57742"", ""rank"": 7}"
2026-04-14T16:58:29.851509,58736cb2,D,article_click,"{""article_id"": ""N57742"", ""rank"": 7}"
2026-04-14T16:58:30.318591,58736cb2,D,article_click,"{""article_id"": ""N57742"", ""rank"": 7}"
2026-04-14T16:58:31.376384,58736cb2,D,explanation_viewed,"{""article_id"": ""N548""}"
2026-04-14T16:58:36.364677,58736cb2,D,explanation_viewed,"{""article_id"": ""N35607""}"
2026-04-14T16:58:36.871902,58736cb2,D,explanation_viewed,"{""article_id"": ""N35607""}"
2026-04-14T16:58:44.174694,58736cb2,D,history_remove,"{""article_id"": ""N37156""}"
2026-04-14T16:58:49.042076,58736cb2,D,history_remove,"{""article_id"": ""N16695""}"
2026-04-14T16:58:50.575003,58736cb2,D,recommendations_fetched,"{""user_idx"": 49, ""removed_count"": 5}"
2026-04-14T16:58:52.925290,58736cb2,D,explanation_viewed,"{""article_id"": ""N35607""}"
2026-04-14T16:58:53.394114,58736cb2,D,explanation_viewed,"{""article_id"": ""N35607""}"
2026-04-14T16:58:54.302327,58736cb2,D,explanation_viewed,"{""article_id"": ""N17589""}"
2026-04-14T16:58:54.853260,58736cb2,D,explanation_viewed,"{""article_id"": ""N17589""}"
2026-04-14T16:58:56.364471,58736cb2,D,explanation_viewed,"{""article_id"": ""N7242""}"
2026-04-14T16:58:59.343135,58736cb2,D,explanation_viewed,"{""article_id"": ""N7242""}"
2026-04-14T16:59:00.981820,58736cb2,D,explanation_viewed,"{""article_id"": ""N7242""}"
2026-04-14T16:59:02.461192,58736cb2,D,history_remove,"{""article_id"": ""N10843""}"
2026-04-14T16:59:04.130237,58736cb2,D,recommendations_fetched,"{""user_idx"": 49, ""removed_count"": 6}"
2026-04-14T16:59:08.728134,58736cb2,D,explanation_viewed,"{""article_id"": ""N16143""}"
2026-04-14T16:59:15.253180,58736cb2,D,article_click,"{""article_id"": ""N38619"", ""rank"": 2}"
2026-04-14T16:59:20.160155,58736cb2,D,history_restore_all,{}
2026-04-14T16:59:20.304625,58736cb2,D,recommendations_fetched,"{""user_idx"": 49, ""removed_count"": 0}"
2026-04-14T16:59:30.871727,58736cb2,D,explanation_viewed,"{""article_id"": ""N35607""}"
2026-04-14T16:59:31.309711,58736cb2,D,explanation_viewed,"{""article_id"": ""N35607""}"
2026-04-14T16:59:32.072449,58736cb2,D,explanation_viewed,"{""article_id"": ""N548""}"
2026-04-14T16:59:32.569551,58736cb2,D,explanation_viewed,"{""article_id"": ""N548""}"
2026-04-14T16:59:39.823938,8b0f8981,B,session_start,"{""user_idx"": 2017}"
2026-04-14T16:59:39.951207,8b0f8981,B,recommendations_fetched,"{""user_idx"": 2017, ""removed_count"": 0}"
2026-04-14T16:59:42.110977,8b0f8981,B,explanation_viewed,"{""article_id"": ""N30431""}"
2026-04-14T16:59:42.678949,8b0f8981,B,explanation_viewed,"{""article_id"": ""N30431""}"
2026-04-14T16:59:48.775442,d4e0b822,C,session_start,"{""user_idx"": 1893}"
2026-04-14T16:59:55.100578,d4e0b822,C,history_remove,"{""article_id"": ""N31801""}"
2026-04-14T16:59:57.336523,d4e0b822,C,recommendations_fetched,"{""user_idx"": 1893, ""removed_count"": 1}"
2026-04-14T16:59:58.896304,d4e0b822,C,history_remove,"{""article_id"": ""N24356""}"
2026-04-14T16:59:59.570931,d4e0b822,C,history_remove,"{""article_id"": ""N23958""}"
2026-04-14T17:00:00.282645,d4e0b822,C,history_remove,"{""article_id"": ""N43142""}"
2026-04-14T17:00:01.193139,d4e0b822,C,recommendations_fetched,"{""user_idx"": 1893, ""removed_count"": 4}"
2026-04-14T17:00:02.852438,d4e0b822,C,history_remove,"{""article_id"": ""N40944""}"
2026-04-14T17:00:04.093739,d4e0b822,C,recommendations_fetched,"{""user_idx"": 1893, ""removed_count"": 5}"
2026-04-14T17:00:07.138607,d4e0b822,C,history_remove,"{""article_id"": ""N64467""}"
2026-04-14T17:00:09.325987,d4e0b822,C,recommendations_fetched,"{""user_idx"": 1893, ""removed_count"": 6}"
2026-04-14T17:00:13.670264,d4e0b822,C,history_remove,"{""article_id"": ""N26026""}"
2026-04-14T17:00:15.599898,d4e0b822,C,history_remove,"{""article_id"": ""N28088""}"
2026-04-14T17:00:16.204777,d4e0b822,C,history_remove,"{""article_id"": ""N871""}"
2026-04-14T17:00:17.594418,d4e0b822,C,recommendations_fetched,"{""user_idx"": 1893, ""removed_count"": 9}"
2026-04-14T17:01:55.818983,56f9c374,C,session_start,"{""user_idx"": 8391}"
2026-04-14T17:03:23.816477,4eddca6e,C,session_start,"{""user_idx"": 7508}"
2026-04-14T17:03:39.094588,4eddca6e,C,article_click,"{""article_id"": ""N9884"", ""rank"": 2}"
2026-04-14T17:03:41.339731,4eddca6e,C,article_click,"{""article_id"": ""N33503"", ""rank"": 1}"
2026-04-14T17:03:51.106437,13feeef7,D,session_start,"{""user_idx"": 4356}"
2026-04-14T17:03:51.202873,13feeef7,D,recommendations_fetched,"{""user_idx"": 4356, ""removed_count"": 0}"
2026-04-14T17:03:54.193329,13feeef7,D,explanation_viewed,"{""article_id"": ""N62306""}"
2026-04-14T17:07:27.909626,13feeef7,D,explanation_viewed,"{""article_id"": ""N58232""}"
2026-04-14T17:07:56.351609,13feeef7,D,explanation_viewed,"{""article_id"": ""N46770""}"
2026-04-14T17:13:42.606116,6dafba28,D,session_start,"{""user_idx"": 880}"
2026-04-14T17:13:43.227227,6dafba28,D,recommendations_fetched,"{""user_idx"": 880, ""removed_count"": 0}"
2026-04-14T17:13:48.593730,6dafba28,D,explanation_viewed,"{""article_id"": ""N48304""}"
2026-04-14T17:13:49.317445,6dafba28,D,explanation_viewed,"{""article_id"": ""N48304""}"
2026-04-14T17:13:50.174799,6dafba28,D,explanation_viewed,"{""article_id"": ""N17589""}"
2026-04-14T17:13:50.664828,6dafba28,D,explanation_viewed,"{""article_id"": ""N17589""}"
2026-04-14T17:13:52.924981,6dafba28,D,explanation_viewed,"{""article_id"": ""N54300""}"
2026-04-14T17:13:53.422262,6dafba28,D,explanation_viewed,"{""article_id"": ""N54300""}"
2026-04-14T17:13:54.600843,6dafba28,D,explanation_viewed,"{""article_id"": ""N24578""}"
2026-04-14T17:13:55.359489,6dafba28,D,explanation_viewed,"{""article_id"": ""N24578""}"
2026-04-14T17:14:15.504640,6dafba28,D,history_remove,"{""article_id"": ""N653""}"
2026-04-14T17:14:16.189288,6dafba28,D,history_remove,"{""article_id"": ""N63855""}"
2026-04-14T17:14:17.580468,6dafba28,D,explanation_viewed,"{""article_id"": ""N37915""}"
2026-04-14T17:14:18.543429,6dafba28,D,explanation_viewed,"{""article_id"": ""N19494""}"
2026-04-14T17:14:19.998533,6dafba28,D,explanation_viewed,"{""article_id"": ""N27550""}"
2026-04-14T17:14:20.768751,6dafba28,D,explanation_viewed,"{""article_id"": ""N57742""}"
2026-04-14T17:14:22.022824,6dafba28,D,history_remove,"{""article_id"": ""N17387""}"
2026-04-14T17:14:40.207747,6dafba28,D,recommendations_fetched,"{""user_idx"": 880, ""removed_count"": 3}"
2026-04-14T17:14:47.262351,6dafba28,D,history_remove,"{""article_id"": ""N55526""}"
2026-04-14T17:14:57.703540,6dafba28,D,history_remove,"{""article_id"": ""N54571""}"
2026-04-14T17:14:59.532783,6dafba28,D,history_remove,"{""article_id"": ""N8448""}"
2026-04-14T17:15:01.690012,6dafba28,D,history_remove,"{""article_id"": ""N2018""}"
2026-04-14T17:15:03.261730,6dafba28,D,history_remove,"{""article_id"": ""N28576""}"
2026-04-14T17:15:05.069602,6dafba28,D,history_remove,"{""article_id"": ""N32312""}"
2026-04-14T17:15:10.209379,6dafba28,D,recommendations_fetched,"{""user_idx"": 880, ""removed_count"": 9}"
2026-04-14T17:15:14.493401,6dafba28,D,explanation_viewed,"{""article_id"": ""N30022""}"
2026-04-14T17:15:22.227419,6ebd0393,D,session_start,"{""user_idx"": 4775}"
